"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.71182685030526e-09,0.544995811821231,0.931,0.628,7.05690307370218e-05,"12h","SORL1"
4.71675327245628e-09,0.709797497471046,0.588,0.306,7.06428137615778e-05,"12h","EML1"
4.81252805173508e-09,0.583665762761589,0.304,0.095,7.20772326308363e-05,"12h","TSPAN7"
5.36000569909419e-09,0.567767969306916,0.578,0.267,8.02768053553337e-05,"12h","GRB14"
5.52026684469673e-09,0.57962151709914,0.667,0.355,8.26770365330229e-05,"12h","C15orf39"
5.70621692829417e-09,0.561657569238273,0.422,0.162,8.54620109350618e-05,"12h","COMT"
5.82585650956888e-09,0.681050033361456,0.794,0.553,8.72538529438131e-05,"12h","RAVER2"
6.04611418052565e-09,0.668772572567551,0.578,0.329,9.05526520817327e-05,"12h","ELK1"
6.51953360389002e-09,0.689452834944134,0.686,0.436,9.76430547854608e-05,"12h","LANCL2"
7.09517600489385e-09,0.510737345293756,0.971,0.726,0.000106264451025295,"12h","TMEM64"
9.57062474989997e-09,0.63217487826709,0.745,0.515,0.000143339246879252,"12h","SLC2A8"
1.01392390145372e-08,0.56669565409053,0.735,0.416,0.000151855382720723,"12h","MYCN"
1.05060767188709e-08,0.60527452473936,0.696,0.386,0.000157349511018529,"12h","TMEM63A"
1.20016732609661e-08,0.550172851951913,0.863,0.576,0.00017974906042949,"12h","FAM102B"
1.41240873627357e-08,0.638957995187617,0.696,0.395,0.000211536456431693,"12h","NDUFC2-KCTD14"
1.53238877323764e-08,0.77507693792796,0.569,0.329,0.000229505866567802,"12h","FAM108C1"
1.81181569409018e-08,0.673698514215386,0.588,0.326,0.000271355636503886,"12h","C11orf1"
1.93152054050425e-08,0.531425531264617,0.833,0.544,0.000289283831351321,"12h","COTL1"
1.96237734373207e-08,0.695721002826552,0.363,0.143,0.000293905254770753,"12h","FGF19"
2.04526314387219e-08,0.53862788265207,0.853,0.61,0.000306319061057738,"12h","CHTF8"
2.15382821561636e-08,0.649604858522163,0.569,0.303,0.000322578851852862,"12h","ATP9A"
2.62295034190424e-08,0.646090546682076,0.275,0.087,0.000392839272706998,"12h","TTC29"
2.93047321443847e-08,0.647946862540584,0.343,0.128,0.00043889697332645,"12h","INA"
2.96773181339587e-08,0.552589087820818,0.765,0.497,0.0004444771936923,"12h","RRS1"
3.29975743780404e-08,0.552162174480191,0.833,0.581,0.000494204671459911,"12h","MAPKAPK3"
3.40224120649583e-08,0.546161931612986,0.853,0.566,0.00050955366549688,"12h","SLC16A2"
3.48220593724188e-08,0.729823915384516,0.569,0.328,0.000521529983220716,"12h","RNF25"
3.75572512453804e-08,0.624641236221107,0.431,0.184,0.000562494951902062,"12h","CAMKV"
4.51680142589924e-08,0.56861898123798,0.559,0.291,0.000676481349556929,"12h","GAN"
6.39339672134743e-08,0.664952781676329,0.343,0.133,0.000957539026956204,"12h","LCP1"
6.92359899412746e-08,0.755052837066823,0.353,0.151,0.00103694742135047,"12h","FAM46B"
7.80222708686019e-08,0.536932295807874,0.657,0.358,0.00116853955079905,"12h","ZFHX2"
8.05905750254907e-08,0.589570032073933,0.529,0.267,0.00120700504215677,"12h","AR"
8.40266608337519e-08,0.504170892290474,0.873,0.588,0.0012584672993071,"12h","UNC119B"
8.59544973654404e-08,0.575604683301749,0.735,0.497,0.0012873405070422,"12h","FBXL12"
1.03222128771438e-07,0.507990304821148,0.598,0.3,0.00154595782260983,"12h","XYLT1"
1.2300711416256e-07,0.509570990545421,0.853,0.588,0.00184227754881266,"12h","MEPCE"
1.30288418357205e-07,0.553545301043184,0.598,0.314,0.00195132964173586,"12h","IGSF1"
1.33291796268575e-07,0.710605711613084,0.49,0.252,0.00199631123271445,"12h","CAV1"
1.45206313157908e-07,0.563392907698004,0.48,0.248,0.00217475495216598,"12h","DTX3"
1.60938790931739e-07,0.502982592002634,0.873,0.619,0.00241038027178466,"12h","ZBTB2"
1.63123296395833e-07,0.55573457104031,0.637,0.352,0.00244309761012039,"12h","TFAP2C"
1.78188598255509e-07,0.558672716604596,0.382,0.166,0.00266873063607276,"12h","MMP25"
1.84125616140485e-07,0.638191728207477,0.284,0.104,0.00275764935293604,"12h","C1orf233"
2.08576322715238e-07,0.62899966994907,0.333,0.133,0.00312384758530612,"12h","SEMA3D"
2.12680587787463e-07,0.515006206772965,0.755,0.473,0.00318531716329284,"12h","C6orf228"
2.13024852896369e-07,0.591347868071567,0.716,0.518,0.00319047322182892,"12h","ELOVL1"
2.35534962665682e-07,0.72097754259417,0.284,0.107,0.00352760713584392,"12h","CYP2U1"
2.49037999746079e-07,0.544494106091479,0.676,0.402,0.00372984212219703,"12h","SLC25A19"
2.56027281827753e-07,0.500282347806549,0.755,0.444,0.00383452059993426,"12h","STK36"
2.59836284104729e-07,0.510089465428709,0.392,0.166,0.00389156802703652,"12h","PRUNE2"
2.89048588004122e-07,0.505954627047972,0.794,0.558,0.00432908070253774,"12h","CCNE1"
3.00810778420993e-07,0.550698168510134,0.686,0.433,0.00450524302841121,"12h","RMND5B"
3.21867482267184e-07,0.539330345102821,0.755,0.494,0.00482060928191562,"12h","IPMK"
3.22988483560552e-07,0.688621257571896,0.441,0.21,0.00483739851828639,"12h","SCG5"
4.31433666232457e-07,0.649080885898935,0.314,0.125,0.0064615820191635,"12h","TAC3"
5.28724390548982e-07,0.512065555521003,0.775,0.561,0.0079187051972521,"12h","MSX2"
5.59115400374119e-07,0.605941916075516,0.412,0.191,0.00837387135140319,"12h","SMPDL3B"
6.75629262478195e-07,0.523075526986611,0.814,0.739,0.0101188994641359,"12h","FHL2"
7.53106040421473e-07,0.572207777019437,0.392,0.192,0.0112792691673924,"12h","CERS1"
7.64226537489434e-07,0.586258024953588,0.451,0.224,0.0114458208519793,"12h","PLA2G3"
8.25936668483606e-07,0.658111259701269,0.294,0.116,0.012370053483879,"12h","RNF182"
1.02465162031886e-06,0.534117391505351,0.569,0.312,0.0153462073175156,"12h","CDS1"
1.12353616181319e-06,0.56490515518295,0.667,0.434,0.0168272010954762,"12h","NLE1"
1.72057423562268e-06,0.682738488657972,0.333,0.148,0.0257690403269209,"12h","EAF2"
1.78746859823741e-06,0.579075589432098,0.539,0.322,0.0267709171958017,"12h","ADCK4"
1.88596897936752e-06,0.537932024166766,0.529,0.306,0.0282461574039874,"12h","ZNF598"
1.92383427280191e-06,0.511410836018951,0.657,0.418,0.0288132659037543,"12h","NR2C2AP"
1.94808510325233e-06,0.55779325856059,0.627,0.409,0.0291764705914102,"12h","ZNF672"
1.97695163555504e-06,0.611713992689253,0.657,0.462,0.0296088046457079,"12h","CCNE2"
1.98486735968132e-06,0.520467318645386,0.706,0.483,0.0297273584459471,"12h","RCL1"
3.88266715865688e-06,0.501772643394159,0.765,0.657,0.058150706035204,"12h","DPP3"
4.02161615760093e-06,0.599605379369288,0.373,0.183,0.0602317451923892,"12h","SYNGR3"
4.05057303225251e-06,0.508258958149431,0.676,0.482,0.0606654323040458,"12h","CLN6"
4.46173114567299e-06,0.571418092106251,0.392,0.194,0.0668233473687444,"12h","HAPLN4"
4.77071580078314e-06,0.527784837046509,0.618,0.41,0.0714510105483291,"12h","FAM203A"
8.02084493371646e-06,0.519784509207191,0.382,0.186,0.120128194572271,"12h","LRRC4"
9.78947276464231e-06,0.618203488086922,0.373,0.191,0.146616933596048,"12h","CCDC160"
1.19659333492499e-05,0.539115525067395,0.657,0.477,0.179213783771716,"12h","CD200"
1.22887768257769e-05,0.562231567969995,0.588,0.373,0.18404901051966,"12h","PRKAR2B"
1.27066572978417e-05,0.556535957924398,0.333,0.159,0.190307606349775,"12h","ZNF416"
1.32479787468005e-05,0.51393212218884,0.471,0.261,0.198414977690832,"12h","MFSD2A"
2.41759093142841e-05,0.587216065766549,0.52,0.352,0.362082593800033,"12h","MOGS"
2.46769315645759e-05,0.60450277542749,0.451,0.267,0.369586404042653,"12h","RSC1A1"
2.66459311931613e-05,0.519334544920688,0.353,0.183,0.399076111479976,"12h","HIST1H4J"
4.63781895317615e-05,0.535971439081526,0.461,0.276,0.694606144617192,"12h","CYBASC3"
6.25587848067843e-05,0.561653056485783,0.392,0.221,0.936942920051208,"12h","STC2"
6.77574352825157e-05,0.507265834497071,0.559,0.372,1,"12h","TMEM55B"
7.99504311664322e-05,0.539718045651849,0.451,0.287,1,"12h","FABP3"
9.09607308194356e-05,0.508654705358017,0.48,0.305,1,"12h","ZNF692"
0.00180143339767952,0.560878423075602,0.382,0.25,1,"12h","ZNF642"
8.84381055898823e-82,2.11728064873912,1,0.101,1.32453750741967e-77,"24h","CDX1"
1.314714221802e-54,2.13666969344241,1,0.273,1.96904748999286e-50,"24h","T"
4.13741391286279e-53,1.87967276464242,0.97,0.197,6.1966048172946e-49,"24h","GLIPR1L1"
4.94610746818643e-43,1.36876584908279,0.697,0.088,7.40778515510281e-39,"24h","LYPD1"
3.8447077115135e-41,1.64644255531138,1,0.35,5.75821873953377e-37,"24h","RGS16"
1.81012810184008e-39,1.50628125683168,0.985,0.397,2.71102885812588e-35,"24h","SP5"
2.24510996719721e-39,1.41829238985548,0.606,0.069,3.36250119787126e-35,"24h","SERTAD4"
5.98073459875277e-39,1.54785356208324,1,0.416,8.95734620855202e-35,"24h","ID1"
1.54338362363273e-36,0.960317816092178,0.258,0.003,2.31152565311474e-32,"24h","FGFBP1"
7.14108659633877e-35,1.16038689574945,0.439,0.036,1.06952053953366e-30,"24h","RUNX3"
8.30724615638996e-35,0.925557826246145,1,0.806,1.24417625684252e-30,"24h","GAL"
3.71774152643676e-33,1.16086880414565,0.409,0.03,5.56806148414433e-29,"24h","SYT4"
8.40338527217347e-33,1.51419501989666,0.924,0.306,1.25857501221342e-28,"24h","WNT5B"
3.47222002398064e-32,1.53514066231757,0.864,0.223,5.2003439299158e-28,"24h","TFAP2A"
1.95919259754636e-31,1.54715001444819,0.909,0.299,2.93428275334518e-27,"24h","DCLK1"
1.16499527701926e-30,0.785482783962901,1,0.86,1.74481342639175e-26,"24h","KHSRP"
1.36838958997232e-29,0.733631222946498,1,0.819,2.04943708890154e-25,"24h","ODC1"
7.00856952623065e-29,1.40932719812795,0.894,0.309,1.04967345794356e-24,"24h","NEFM"
9.53451086671109e-28,1.18675221401161,0.939,0.35,1.42798369250732e-23,"24h","FGFR3"
1.06650836502731e-27,0.502487225388316,1,0.929,1.59730957830141e-23,"24h","ID3"
1.61724808802003e-27,1.01340436759987,0.894,0.277,2.4221524614276e-23,"24h","POU5F1B"
5.22226063245637e-27,1.39873205859467,0.924,0.474,7.8213797492299e-23,"24h","GRM4"
1.23806787300735e-26,1.43725027178512,0.636,0.145,1.8542542534031e-22,"24h","KCNC4"
1.02693076579476e-25,0.56098287921227,1,0.949,1.53803420793081e-21,"24h","FSCN1"
3.78110423481055e-25,0.754829063284543,1,0.793,5.66295981247576e-21,"24h","ATP6V0C"
4.644043709394e-25,0.993532322229111,0.985,0.552,6.95538426355939e-21,"24h","NACC1"
7.78568580102703e-25,1.28580573060698,0.909,0.329,1.16606216241982e-20,"24h","ID4"
2.1693957568083e-24,0.906155176532968,1,0.747,3.24910402497178e-20,"24h","LPHN1"
3.90262156136707e-24,0.982598623189809,0.636,0.147,5.84495631245945e-20,"24h","NOTUM"
3.93593503581444e-24,1.27810688285527,0.788,0.243,5.89484990313929e-20,"24h","SEZ6L"
4.60838717841036e-24,0.987966486790102,1,0.607,6.9019814771052e-20,"24h","TOMM40"
6.17928095165296e-24,0.558241757150222,1,0.857,9.25470908129064e-20,"24h","ASNS"
6.61967246933244e-24,1.48763887226206,0.758,0.273,9.91428345731919e-20,"24h","SP6"
6.79203197233529e-24,0.693515935919242,0.985,0.793,1.01724262849666e-19,"24h","MSX1"
8.21094443497421e-24,0.990406412169498,0.97,0.585,1.22975314802609e-19,"24h","FOXH1"
1.1272912047361e-23,1.09888003334669,0.939,0.494,1.68834403733325e-19,"24h","RRS1"
1.55322697816679e-23,0.519658538889574,0.985,0.903,2.3262680452004e-19,"24h","C1QBP"
1.99370322384302e-23,0.655391430079374,0.258,0.016,2.98596931834969e-19,"24h","HMX1"
2.55355526295894e-23,1.02745800338335,0.985,0.551,3.82445971733361e-19,"24h","GAD1"
1.19234549235989e-22,0.716853123785763,1,0.827,1.78577584390741e-18,"24h","BAMBI"
1.81001945551761e-22,1.084389413432,0.924,0.34,2.71086613852872e-18,"24h","ZSCAN10"
3.57542497423876e-22,1.23476023123147,0.864,0.318,5.35491398391739e-18,"24h","KITLG"
3.94952112556012e-22,0.791180227641924,0.985,0.762,5.9151977897514e-18,"24h","KRT10"
4.70248946658954e-22,1.03838617764513,0.848,0.279,7.04291847411115e-18,"24h","STMN3"
5.51133077106631e-22,0.835711832786042,1,0.685,8.25432009582601e-18,"24h","CLDN6"
7.51467223352522e-22,1.12599838931838,0.894,0.445,1.12547246041507e-17,"24h","PYCARD"
1.49808409737893e-21,0.661087415021105,1,0.829,2.24368055264443e-17,"24h","MZT2A"
1.65198507513174e-21,0.924599086188678,0.5,0.091,2.47417804702481e-17,"24h","CDX2"
1.72175765134928e-21,1.00760099186285,1,0.564,2.57867643442582e-17,"24h","EPCAM"
1.88268178901526e-21,0.748865526021611,1,0.834,2.81969251540816e-17,"24h","UBE2S"
2.03811711775848e-21,1.15728626171673,0.818,0.259,3.05248800726688e-17,"24h","SCNN1A"
2.12495413972003e-21,0.682903448105124,0.97,0.816,3.18254381505868e-17,"24h","PPP1R14B"
2.20067484798388e-21,1.16971820154192,0.894,0.301,3.29595071982545e-17,"24h","CLDN7"
2.25376863592819e-21,0.59223952614229,0.985,0.897,3.37546928602965e-17,"24h","DAZAP1"
2.96450315341097e-21,0.562649557685414,0.985,0.893,4.43993637286361e-17,"24h","PRELID1"
3.08023411456276e-21,0.517644148500916,1,0.913,4.61326663338064e-17,"24h","CCND1"
6.5355176710409e-21,0.726024845662464,0.985,0.772,9.78824481591795e-17,"24h","IGDCC3"
1.58553930106257e-20,0.760480933747126,0.727,0.243,2.37466221120141e-16,"24h","PPDPF"
1.79210524101752e-20,1.14546853225498,0.803,0.295,2.68403601947193e-16,"24h","TSPAN18"
2.19940015074142e-20,0.785816364416588,0.985,0.786,3.29404160576542e-16,"24h","RHOB"
2.67655443538249e-20,0.866269801012572,0.955,0.63,4.00867557787236e-16,"24h","H2AFX"
2.72711959890798e-20,0.885502445483629,0.985,0.63,4.08440702328448e-16,"24h","NODAL"
2.95475527185612e-20,0.722638834194003,1,0.698,4.42533697065891e-16,"24h","MT1X"
3.11088918407438e-20,1.11454387058977,0.848,0.35,4.6591787309882e-16,"24h","PHF15"
3.75940019535934e-20,0.745580483499274,0.985,0.73,5.63045367258969e-16,"24h","MRPL12"
4.37718123476892e-20,0.631380432597218,1,0.847,6.55570433531342e-16,"24h","PEA15"
1.24164076889055e-19,1.0483715625117,0.394,0.061,1.85960537956738e-15,"24h","HS3ST4"
1.36537108056676e-19,1.13853808304541,0.864,0.35,2.04491626736484e-15,"24h","DACT1"
1.5381780404302e-19,1.01483640524268,0.848,0.376,2.30372925115231e-15,"24h","ADRA2C"
2.22568079774782e-19,0.521562818453097,1,0.906,3.33340213078692e-15,"24h","HLA-C"
2.48870584992446e-19,0.533822574671125,0.985,0.818,3.72733475143186e-15,"24h","C12orf45"
2.82904049210213e-19,0.51590745588924,0.985,0.903,4.23705394502136e-15,"24h","HES1"
3.28361920517602e-19,0.83795955601319,0.955,0.658,4.91787648359212e-15,"24h","UBE2M"
4.37115651563293e-19,0.863932969162662,0.258,0.023,6.54668111346345e-15,"24h","WNT8A"
4.93899143555198e-19,0.637851954520409,0.985,0.824,7.39712747302621e-15,"24h","JTB"
5.09474706708017e-19,1.01778943718666,0.924,0.445,7.63040268236597e-15,"24h","LEF1"
5.36355534445801e-19,0.798929379851715,1,0.736,8.03299683939476e-15,"24h","CYP1B1"
1.01089018734832e-18,0.566006189154997,0.985,0.838,1.51401023359158e-14,"24h","BEX2"
1.47863877056204e-18,1.27657804066377,0.394,0.071,2.21455728667077e-14,"24h","SGCG"
1.5066387870916e-18,1.08152572974593,0.712,0.218,2.25649291142708e-14,"24h","CBLN1"
1.92877226203642e-18,1.07853219120471,0.955,0.393,2.88872221685195e-14,"24h","PROM1"
2.24618328795745e-18,1.0184025067749,0.621,0.188,3.36410871037387e-14,"24h","C19orf29"
3.17674384914544e-18,0.949832647378484,0.879,0.393,4.75780926286513e-14,"24h","ZMIZ2"
6.99337277559129e-18,0.846731161022392,0.364,0.058,1.04739744060031e-13,"24h","GAS1"
7.79565338009973e-18,0.656627928643922,0.288,0.035,1.16755500673754e-13,"24h","FIBCD1"
9.67042699434257e-18,0.689603564545117,0.97,0.637,1.44833985094269e-13,"24h","UPP2"
1.25016520542999e-17,1.01007640797741,0.348,0.055,1.87237242817249e-13,"24h","KRT16"
1.89881381213027e-17,0.670810841063041,1,0.783,2.8438534464275e-13,"24h","SLC7A5"
2.49365097124161e-17,1.10677253566793,0.424,0.082,3.73474105962856e-13,"24h","TTC29"
2.52617028479833e-17,0.773503834113332,0.985,0.777,3.78344523554246e-13,"24h","TCF7"
2.86699408592263e-17,1.1272385039252,0.53,0.142,4.29389704248632e-13,"24h","CHST2"
4.31929607876814e-17,0.883789939897303,0.955,0.517,6.46900973717105e-13,"24h","ALPL"
5.07182474240086e-17,0.900242531477734,0.97,0.553,7.59607191669377e-13,"24h","MSX2"
5.5621977899359e-17,0.606302114665953,1,0.808,8.330503629987e-13,"24h","SRM"
9.37211862198244e-17,0.955481165062219,0.47,0.105,1.40366220601431e-12,"24h","SCGB3A2"
1.04624580498155e-16,0.721427826409661,1,0.717,1.56696234212086e-12,"24h","CD9"
1.47825869189287e-16,0.928932435618512,0.939,0.487,2.21398804284795e-12,"24h","CRABP1"
1.63359961481432e-16,0.699490412119772,0.985,0.663,2.44664214310741e-12,"24h","CARM1"
1.64706539401083e-16,0.84414518357164,0.833,0.366,2.46680984061002e-12,"24h","HIST1H4I"
1.7546291397186e-16,0.633438721975996,0.985,0.799,2.62790806255655e-12,"24h","GADD45GIP1"
1.99918504947705e-16,1.04293358858191,0.788,0.28,2.99417944860178e-12,"24h","ANXA3"
2.67571778058108e-16,0.714212010121193,0.258,0.029,4.00742251997629e-12,"24h","DLX6"
2.68263169198606e-16,0.978315937831171,0.545,0.158,4.01777748508752e-12,"24h","MESP1"
3.05104872922876e-16,0.593145446860595,0.985,0.795,4.56955568176592e-12,"24h","MRPS34"
3.21274444038994e-16,0.843453936373949,0.909,0.477,4.81172734837202e-12,"24h","SOLH"
3.37678318248304e-16,0.75624979874755,0.97,0.712,5.05740817240485e-12,"24h","HEBP2"
3.65560554292293e-16,0.909072012758828,0.939,0.621,5.47500042163568e-12,"24h","NIPA1"
4.33413868434687e-16,0.824798072278998,0.924,0.587,6.49123950754631e-12,"24h","BRI3"
5.29449794150825e-16,0.808247203910294,0.939,0.514,7.9295695669969e-12,"24h","RBM38"
5.49680231629531e-16,1.00582072690593,0.621,0.194,8.23256082911549e-12,"24h","CPZ"
5.71287918546062e-16,0.983990419737392,0.773,0.295,8.55617915606436e-12,"24h","LRRN2"
6.69756528962512e-16,0.803940319329024,0.924,0.675,1.00309435342715e-11,"24h","YRDC"
7.37385167378888e-16,0.707714083968291,0.939,0.744,1.10438176518336e-11,"24h","LAMP1"
7.98186944041093e-16,0.847414400562752,1,0.659,1.19544458609035e-11,"24h","SFRP2"
8.31466720282588e-16,0.995219940937643,0.909,0.331,1.24528770696723e-11,"24h","ESRP1"
8.79973877925535e-16,0.987251280332185,0.818,0.367,1.31793687696907e-11,"24h","SPINT1"
1.41190873942651e-15,0.793917475542862,0.879,0.6,2.11461571903909e-11,"24h","MID1IP1"
1.75871255887544e-15,0.653422678357056,0.258,0.03,2.63402379942774e-11,"24h","DLX5"
1.76275554225161e-15,0.677767493512214,0.985,0.749,2.64007897563024e-11,"24h","SRF"
1.8214847411806e-15,0.604072914548358,0.985,0.798,2.72803769686619e-11,"24h","DDR1"
1.84973679453896e-15,1.1013778895691,0.818,0.416,2.77035079718099e-11,"24h","FAM155A"
3.34152076441945e-15,0.666610663814713,0.985,0.773,5.00459564887101e-11,"24h","TIMM44"
3.88114276695255e-15,0.545484363250408,1,0.841,5.81278752206484e-11,"24h","RRAS2"
4.54252276310271e-15,0.853464551033933,0.818,0.416,6.80333634229892e-11,"24h","C17orf89"
4.71114655742644e-15,0.581458083600249,1,0.815,7.05588419905757e-11,"24h","ID2"
6.42572621009467e-15,1.0116078234689,0.864,0.48,9.62381014485879e-11,"24h","ADAMTS1"
6.52412373623427e-15,0.767336827238185,0.939,0.617,9.77118011975806e-11,"24h","MAPKAPK2"
8.01023663471566e-15,0.960078628513633,0.773,0.376,1.19969314078136e-10,"24h","PDF"
8.77121005685507e-15,0.579307403565308,0.97,0.802,1.31366413021518e-10,"24h","TXNL4A"
9.17401557727503e-15,0.992223894791291,0.667,0.266,1.37399231300848e-10,"24h","SAMD11"
1.00143892583748e-14,0.933556775198664,0.773,0.345,1.49985507922679e-10,"24h","ATAD3B"
1.01121988182404e-14,0.642190984867097,1,0.769,1.51450401700787e-10,"24h","SLC2A1"
1.14156778075989e-14,0.653355090078513,0.985,0.734,1.70972606524409e-10,"24h","MRPS26"
1.22570007125116e-14,0.909474672848331,0.864,0.434,1.83573099671287e-10,"24h","ATXN7L1"
1.76637114203863e-14,0.680343918839776,0.955,0.65,2.64549405943125e-10,"24h","PRPF19"
2.20478656023701e-14,0.815444224897158,0.864,0.465,3.30210883126697e-10,"24h","C16orf42"
2.39621274432696e-14,0.72992039371636,0.833,0.445,3.58880782717848e-10,"24h","MTA1"
2.82310577987164e-14,0.673798733898929,0.955,0.718,4.22816552651376e-10,"24h","NCLN"
2.8788318443308e-14,0.91281984906193,0.848,0.439,4.31162645325424e-10,"24h","ARL4C"
2.91099904953906e-14,0.889091904668394,0.742,0.374,4.35980327649465e-10,"24h","CHCHD10"
3.11966860125825e-14,0.507686844699373,1,0.892,4.67232766410449e-10,"24h","SEMA6A"
3.14406174130293e-14,0.979742370603582,0.864,0.458,4.7088612699494e-10,"24h","CTGF"
3.89359507317941e-14,0.855242501844622,0.848,0.577,5.8314373411008e-10,"24h","C17orf79"
3.93442649939263e-14,0.570434196950241,1,0.975,5.89259056814034e-10,"24h","CDH1"
4.26558621661013e-14,0.891146466771574,0.439,0.118,6.38856847661699e-10,"24h","EFNA3"
4.55841259258159e-14,0.824405790452487,0.727,0.289,6.82713453990945e-10,"24h","PRKAR1B"
4.60803565390026e-14,1.1637724361775,0.636,0.25,6.90145499884642e-10,"24h","CAV1"
4.97843018197378e-14,0.53831191326086,1,0.832,7.45619488354212e-10,"24h","PDCD2"
5.3157765610426e-14,0.577175631855801,0.985,0.741,7.96143855547351e-10,"24h","POP5"
5.47671110600371e-14,0.643027985158282,0.955,0.727,8.20247022346176e-10,"24h","IER2"
7.5249811594714e-14,0.660967947263912,0.288,0.046,1.12701642825403e-09,"24h","RNF43"
8.68917661015734e-14,0.770216615263577,0.955,0.688,1.30137798090327e-09,"24h","MBNL3"
9.00689667578861e-14,0.700824952591448,0.939,0.668,1.34896291513286e-09,"24h","GATA3"
